seed_name,unprescaled,prescale,prescaled,d_prescaled,unique,d_unique,proportional,weight
L1_ETM110_Jet60_dPhi_Min0p4,7.349,1,7.349,0.445,0.000,0.000,1.347,1.000
L1_DoubleJet60er3p0_ETM70,32.439,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet60er3p0_ETM80,20.244,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet60er3p0_ETM90,12.195,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet60er3p0_ETM100,7.295,1,7.295,0.443,1.561,0.205,2.760,1.000
L1_DoubleEG_LooseIso23_10,4.334,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleEG_LooseIso24_10,3.903,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_TripleEG_LooseIso20_10_5,4.926,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet_90_30_DoubleJet30_Mass_Min620,45.226,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet_100_30_DoubleJet30_Mass_Min620,24.578,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet_100_35_DoubleJet35_Mass_Min620,21.025,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet_110_35_DoubleJet35_Mass_Min620,12.276,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet_110_40_DoubleJet40_Mass_Min620,10.499,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet_115_35_DoubleJet35_Mass_Min620,10.068,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet_115_40_DoubleJet40_Mass_Min620,8.641,1,8.641,0.482,3.823,0.321,4.705,1.000
L1_DoubleJet30_Mass_Min400_Mu6,49.372,0,0.000,0.000,0.000,0.000,0.000,1.000
L1_DoubleJet30_Mass_Min400_Mu10,10.849,0,0.000,0.000,0.000,0.000,0.000,1.000
